SEQENCE ID                     TM SP PREDICTION
A0A0H2W126                      0  Y n7-17c22/23o
A0A0H2W1E9                     10  Y n2-17c35/36o51-70i91-109o115-132i139-163o175-198i228-258o278-296i317-335o371-389i401-423o
A0A0H2W1U9                      1  Y n4-22c27/28o51-71i
A0A0H2W1Y0                      0  0 i
A0A0H2W269                      0  0 o
A0A0H2W2F7                      0  0 o
A0A0H2W2H2                      0  0 o
A0A0H2W2Q9                      3  0 o15-35i139-159o171-192i
A0A0H2W2V7                      9  Y n4-15c23/24o53-73i80-106o168-193i213-236o242-260i272-295o315-344i356-380o400-421i
A0A0H2W324                      0  Y n12-24c30/31o
A0A0H2W3E3                     12  0 i7-26o46-65i77-98o104-123i135-160o166-185i215-239o251-269i281-307o313-332i344-363o369-390i
A0A0H2W3N2                      0  Y n6-14c23/24o
A0A0H2W3U3                      0  Y n6-16c21/22o
A0A0H2W3V7                      0  0 o
A0A0H2W3Z5                      0  Y n8-19c27/28o
A0A0H2W456                      0  0 o
A0A0H2W4J9                      0  0 o
A0A0H2W4K8                      1  Y n15-26c31/32o191-215i
A0A0H2W4U2                      0  0 i
A0A0H2W4W5                      0  0 o
A0A0H2W4W6                      0  Y n5-12c16/17o
A0A0H2W4Z6                      0  0 o
A0A0H2W572                      0  Y n7-18c23/24o
A0A0H2W593                      4  0 i33-50o90-118i146-166o186-211i
A0A0H2W5A8                      0  0 o
A0A0H2W5E0                      9  0 o16-39i51-71o77-101i113-132o152-172i254-272o278-297i304-331o354-376i
A0A0H2W5L9                     11  Y n4-14c18/19o42-62i69-89o95-116i128-146o158-178i206-228o240-260i272-296o302-323i335-356o362-379i
A0A0H2W604                      9  0 o6-24i36-51o57-74i86-105o125-143i163-180o186-207i214-234o240-260i
A0A0H2W6P6                      0  0 o
A0A0H2W6T7                      5  0 o23-43i55-77o89-112i124-143o189-208i
A0A0H2W6Y1                      0  0 o
A0A0H2W6Y6                      0  0 o
A0A0H2W7D1                     12  0 i12-33o45-67i79-101o121-139i146-165o171-195i216-237o257-278i299-322o334-355i362-382o394-412i
A0A0H2W7E2                      0  Y n6-17c23/24o
A0A0H2W7K1                     11  0 i12-32o38-57i69-90o136-163i184-204o241-262i274-293o331-364i396-417o423-444i456-481o
A0A0H2W7Q4                      0  Y n3-13c18/19o
A0A0H2W7Q5                      0  0 o
A0A0H2W822                      0  0 o
A0A0H2W8Z8                      0  0 o
A0A0H2W914                     11  Y n15-25c29/30o53-72i84-102o108-130i142-167o173-192i221-240o255-275i287-308o314-339i351-374o380-399i
A0A0H2W9T2                      0  0 o
A0A2S9PBR0                      0  Y n9-17c28/29o
A0A2S9PBT6                      0  Y n6-14c20/21o
A0A2S9PCZ0                      0  0 o
A0A2S9PCZ7                      1  0 i12-32o
A0A2S9PDG8                      5  0 o6-21i28-50o56-79i91-113o133-157i
A0A2S9PDM1                      0  0 o
A0A2S9PE25                      7  0 i14-35o60-90i102-129o141-163i184-206o212-232i244-264o
A0A2S9PE70                      0  0 o
A0A2S9PEA4                      0  0 o
A0A2S9PES5                      0  0 o
A0A2S9PFA1                      0  Y n5-16c21/22o
A0A2S9PFC1                      0  Y n11-22c34/35o
A0A2S9PFD7                      6  0 i20-46o66-90i102-124o144-162i202-228o248-268i
A0A2S9PFE9                      0  0 o
A0A2S9PFY3                      0  0 o
A0A2S9PG08                      2  0 i21-39o423-443i
A0A2S9PG20                      0  0 o
A0A2S9PGG2                      0  Y n6-17c22/23o
A0A2S9PGH2                      0  0 o
A0A2S9PH40                      0  0 o
A0A2S9PHF5                      0  0 o
A0A2S9PHG4                      2  0 o6-27i165-184o
A0A2S9PHG8                      0  0 o
A0A2S9PHH2                     13  0 o27-45i83-114o134-154i161-179o185-203i236-262o274-292i313-333o353-371i383-402o408-429i441-466o478-501i
A0A2S9PHP3                      8  0 i7-27o47-72i84-106o160-177i206-228o234-256i353-374o394-411i
A0A2S9PHX5                      0  Y n4-14c19/20o
A0A2S9PID6                     11  0 o12-29i41-63o97-116i128-161o181-201i222-243o255-274i315-335o341-362i369-388o394-417i
A0A2S9PID8                      0  0 o
A0A2S9PIF9                      0  Y n8-19c24/25o
A0A2S9PII4                      0  Y n9-19c23/24o
A0A2S9PIX0                      0  0 o
A0A2S9PIZ5                      1  0 i12-35o
A0A2S9PJ11                      6  0 i124-149o155-174i181-204o224-251i303-323o335-356i
A0A2S9PJE2                      0  0 o
A0A2S9PJH3                      4  0 o6-25i37-57o63-82i94-113o
A0A2S9PJH9                     10  0 i71-92o107-126i286-304o316-340i698-720o726-747i768-791o803-821i833-853o869-887i
A0A2S9PJM4                      0  0 o
A0A2S9PKH7                      0  0 o
A0A2S9PKI3                      0  0 o
A0A2S9PLJ3                      0  Y n6-16c21/22o
A0A2S9PLS4                      0  0 o
A0A2S9PLT4                      0  Y n7-17c21/22o
A0A2S9PLV7                      0  0 o
A0A2U2GUP5                      0  0 o
A0A2U2GV98                      3  0 i16-38o250-270i291-314o
A0A2U2GVC0                      0  0 o
A0A2U2GVE3                      3  0 o24-48i68-91o97-127i
A0A2U2GVR3                      0  0 o
A0A2U2GVS8                      1  0 i28-50o
A0A2U2GVZ6                      0  0 o
A0A2U2GWA7                      0  0 o
A0A2U2GWA8                      6  0 i16-39o59-77i98-119o266-289i296-316o328-348i
A0A2U2GWB8                      0  0 o
A0A2U2GWF1                      0  0 o
A0A2U2GWG2                      0  0 o
A0A2U2GWJ4                      0  0 o
A0A2U2GWQ4                      0  0 o
A0A2U2GWT5                      0  0 o
A0A2U2GWW3                      0  0 o
A0A2U2GX38                      1  0 i12-30o
A0A2U2GX74                      6  0 i12-30o100-121i133-161o173-192i232-254o274-300i
A0A2U2GXB4                      4  0 i32-52o84-107i143-161o190-213i
A0A2U2GXE2                      6  0 o16-33i45-63o69-95i128-151o179-201i213-237o
A0A2U2GXJ1                      0  0 o
A0A2U2GXQ5                      0  0 o
A0A2U2GXW6                      0  0 o
A0A2U2GY19                      0  0 o
A0A2U2GY47                      6  0 i7-26o46-64i76-95o107-130i142-165o177-197i
A0A2U2GY63                      0  0 o
A0A2U2GYB8                      0  0 o
A0A2U2GYE9                      2  0 o6-27i184-206o
A0A2U2GYH3                      0  0 o
A0A2U2GYL1                      3  0 i28-48o68-89i110-128o
A0A2U2GYP4                      0  0 o
A0A2U2GYQ7                      0  0 o
A0A2U2GYS8                      0  0 o
A0A2U2GYT1                      0  0 o
A0A2U2GYT2                      0  0 o
A0A2U2GYU0                      0  0 o
A0A2U2GYU3                      0  0 o
A0A2U2GYU9                      0  0 o
A0A2U2GYV9                      2  0 i12-35o47-66i
A0A2U2GYW6                      0  0 o
A0A2U2GYW9                     12  0 i12-29o41-64i76-99o119-139i151-171o191-212i224-246o281-307i314-333o339-358i370-389o409-426i
A0A2U2GZ06                     13  0 o6-29i41-61o67-88i127-152o164-185i192-212o232-256i277-296o325-350i371-391o403-422i429-449o455-473i
A0A2U2GZ14                      0  0 o
A0A2U2GZ53                      1  0 o326-344i
A0A2U2GZB5                      0  Y n7-18c23/24o
A0A2U2GZI4                      0  0 o
A0A2U2GZI5                      0  0 o
A0A2U2GZK2                      0  0 o
A0A2U2GZS7                      0  0 o
A0A2U2GZV9                      0  0 o
A0A2U2GZX0                      0  Y n6-17c22/23o
A0A2U2GZZ7                      5  0 o12-37i49-70o90-115i136-158o197-220i
A0A2U2H043                      0  0 o
A0A2U2H066                      0  0 o
A0A2U2H076                      0  0 o
A0A2U2H077                     11  0 i12-35o41-66i87-108o128-145i152-169o189-207i228-247o288-309i321-340o346-365i386-410o
A0A2U2H0F4                      5  0 o12-33i45-68o101-118i161-182o202-223i
A0A2U2H0F7                      0  0 o
A0A2U2H0I2                      6  0 i21-43o63-84i91-113o133-149i161-182o202-221i
A0A2U2H0M8                      0  0 o
A0A2U2H0P4                      0  0 o
A0A2U2H143                      0  0 o
A0A2U2H155                      0  0 o
A0A2U2H1F2                      5  0 i328-348o354-381i402-424o430-451i463-490o
A0A2U2H1F8                      5  0 o24-42i54-87o123-143i155-176o188-213i
A0A2U2H1G9                      0  0 o
A0A2U2H1Y1                      0  0 o
A0A2U2H279                      0  0 o
A0A2U2H281                      0  0 o
A0A2U2H298                     11  Y n10-21c26/27o340-359i366-387o393-413i441-460o466-488i538-556o873-890i897-917o923-948i969-988o1008-1026i
A0A2U2H2E9                      0  0 i
A0A2U2H2G3                      0  0 o
A0A2U2H2H7                      0  Y n7-18c36/37o
A0A2U2H2J9                      0  0 o
A0A2U2H2T8                      0  0 o
A0A2U2H2U2                      8  0 o20-39i46-64o70-89i105-122o158-175i204-230o242-270i282-301o
A0A2U2H2X5                      0  0 o
A0A2U2H2Y2                      0  Y n5-15c20/21o
A0A2U2H2Z3                      0  0 o
A0A2U2H307                      0  0 o
A0A2U2H334                      0  Y n16-27c31/32o
A0A2U2H338                      0  Y n9-19c24/25o
A0A2U2H3F7                      0  0 o
A0A2U2H3G7                      0  0 o
A0A2U2H3H7                      0  0 o
A0A2U2H3J9                      0  0 o
A0A2U2H3R5                      0  0 o
A0A2U2H3T5                     12  0 i21-43o508-529i561-582o588-608i639-655o667-688i700-725o737-756i806-829o849-869i890-911o923-951i
A0A2U2H3V9                      1  0 o12-34i
A0A2U2H401                      5  0 o29-51i63-86o98-118i139-162o182-202i
A0A2U2H410                      0  0 o
A0A2U2H415                     10  Y n6-17c29/30o39-60i81-100o120-138i150-168o180-204i216-235o273-298i310-328o334-355i376-401o
A0A2U2H434                      0  0 o
A0A2U2H437                      0  0 o
A0A2U2H458                      0  Y n5-16c21/22o
A0A2U2H4C4                      8  0 o12-32i44-65o94-111i118-141o153-176i196-215o227-247i267-289o
A0A2U2H4D0                     10  0 i12-29o49-66i75-94o114-131i143-160o172-190i202-221o236-255i262-287o299-320i
A0A2U2H4G0                      0  0 o
A0A2U2H4K5                      5  0 o32-53i102-127o147-173i215-244o264-287i
A0A380PC31                      5  0 o168-191i398-416o422-441i453-472o478-498i
A0A380PCU5                      0  Y n3-10c21/22o
A0A380PDF6                      3  0 o20-45i57-78o186-206i
A0A380PDG1                      0  0 o
A0A380PDK0                      0  0 o
A0A380PDR5                      0  0 o
A0A380PDV6                      0  0 o
A0A380PE71                      0  0 o
A0A380PE79                      0  0 o
A0A380PE85                      0  0 o
A0A380PEF7                      1  0 i12-33o
A0A380PEG8                      6  0 i39-63o102-127i139-157o163-182i213-235o269-289i
A0A380PEH2                      0  0 o
A0A380PEM8                      0  0 o
A0A380PER4                      0  0 o
A0A380PET5                      1  0 i9-27o
A0A380PEW7                     14  0 i15-38o44-61i82-101o107-131i143-165o177-195i225-250o262-281i288-309o321-342i354-376o382-402i427-447o467-486i
A0A380PEY2                      0  0 o
A0A380PF58                      1  0 i12-45o
A0A380PF70                      3  0 i20-42o48-67i79-101o
A0A380PFL4                      6  0 i12-31o37-59i71-91o103-125i137-163o183-206i
A0A380PG04                      7  0 o31-54i321-347o367-388i409-429o455-476i483-506o535-557i
A0A380PG60                      0  0 o
A0A380PGH6                      0  0 o
A0A380PGV0                      0  0 o
A0A380PGX5                      0  0 o
A0A380PH23                      1  Y n8-19c24/25o63-86i
A0A380PH92                      0  Y n11-23c28/29o
A0A380PH95                      3  0 i19-36o42-63i90-111o
A0A380PHJ8                      0  0 i
A0A380PHT0                      0  0 o
A0A380PHU0                      0  Y n6-16c25/26o
A0A380PHU4                      0  0 o
A0A380PI58                      0  0 o
